id,name,product_priority,delivery_rank,decision,workstream_title,remaining,native,python,ui,priority_reason
addfdtd.x max,x max,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.x max bc,x max bc,P2,12,required,사용성·자동화,True,partial,partial,implemented,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.x min,x min,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.x min bc,x min bc,P2,12,required,사용성·자동화,True,partial,partial,implemented,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.x span,x span,P2,12,required,사용성·자동화,False,implemented,implemented,implemented,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.y,y,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.y max,y max,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.y max bc,y max bc,P2,12,required,사용성·자동화,True,partial,partial,implemented,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.y min,y min,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.y min bc,y min bc,P2,12,required,사용성·자동화,True,partial,partial,implemented,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.y span,y span,P2,12,required,사용성·자동화,False,implemented,implemented,implemented,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.z,z,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.z max,z max,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.z max bc,z max bc,P2,12,required,사용성·자동화,True,partial,partial,implemented,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.z min,z min,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.z min bc,z min bc,P2,12,required,사용성·자동화,True,partial,partial,implemented,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addfdtd.z span,z span,P2,12,required,사용성·자동화,False,implemented,implemented,implemented,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addgroup.enabled,enabled,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addgroup.name,name,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addgroup.type,type,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addgroup.use relative coordinates,use relative coordinates,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addgroup.x,x,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addgroup.y,y,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addgroup.z,z,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.TE field component,TE field component,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.TM field component,TM field component,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.down sample X,down sample X,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.down sample Y,down sample Y,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.down sample Z,down sample Z,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.down sample time,down sample time,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.draw structure outline,draw structure outline,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.enabled,enabled,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.field component,field component,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.frame rate,frame rate,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.horizontal resolution,horizontal resolution,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.lock aspect ratio,lock aspect ratio,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.min sampling per cycle,min sampling per cycle,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.monitor type,monitor type,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.name,name,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.record data in pml,record data in pml,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.sampling rate,sampling rate,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.scale,scale,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.simulation type,simulation type,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.spatial interpolation,spatial interpolation,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.type,type,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.use relative coordinates,use relative coordinates,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.vertical resolution,vertical resolution,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.x,x,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.x max,x max,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.x min,x min,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.x span,x span,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.y,y,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.y max,y max,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.y min,y min,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.y span,y span,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.z,z,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.z max,z max,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.z min,z min,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addmovie.z span,z span,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.enabled,enabled,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.first axis,first axis,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.name,name,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.rotation 1,rotation 1,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.rotation 2,rotation 2,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.rotation 3,rotation 3,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.script,script,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.second axis,second axis,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.third axis,third axis,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.type,type,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.use relative coordinates,use relative coordinates,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.x,x,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.y,y,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
addstructuregroup.z,z,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
cad.assembly,Assembly·component,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
cad.group_script,구조 생성 script·user properties,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
cad.groups,계층 structure group,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
monitor.averaging,부분·전체 spectral averaging,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
monitor.movie,독립 movie monitor,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
workflow.checkpoint,Checkpoint·restart,P2,12,required,사용성·자동화,True,partial,partial,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
workflow.datasets,Rectilinear/unstructured dataset API,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
workflow.monte_carlo,Monte Carlo·yield,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
workflow.nested_sweep,Nested sweep,P2,12,required,사용성·자동화,True,implemented,implemented,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
workflow.optimization,Optimization,P2,12,required,사용성·자동화,True,partial,partial,partial,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
workflow.sweep,Parameter sweep,P2,12,required,사용성·자동화,True,implemented,implemented,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
workflow.ui_tabs,모든 property tab·results browser,P2,12,required,사용성·자동화,True,missing,missing,missing,"결과 탐색, GUI sweep, 그룹과 checkpoint는 연구 생산성을 높인다."
analysis.impulse,Impulse response convolution,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
boundary.bfast,BFAST,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Conductive.Permittivity,Permittivity,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Conductive.Refractive Index,Refractive Index,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Conductive.anisotropy,anisotropy,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Conductive.color,color,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Conductive.conductivity,conductivity,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Conductive.mesh order,mesh order,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Conductive.name,name,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Conductive.type,type,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Debye.Debye collision,Debye collision,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Debye.Debye permittivity,Debye permittivity,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Debye.Permittivity,Permittivity,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Debye.Refractive Index,Refractive Index,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Debye.anisotropy,anisotropy,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Debye.color,color,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Debye.mesh order,mesh order,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Debye.name,name,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.Debye.type,type,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.PEC.anisotropy,anisotropy,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.PEC.color,color,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.PEC.mesh order,mesh order,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.PEC.name,name,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.PEC.type,type,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.conductive,전기 전도도,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.debye,Debye,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.gain,Gain·active material,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.graphene,2D conductivity·graphene,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.magnetic,자기 permeability,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.nonlinear,χ²·χ³·Kerr,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.pec,이상 PEC 재료,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.plugin,사용자 material plugin,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.raman,Raman,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
material.temperature,온도·전하 의존 재료,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
monitor.pml,PML 내부 record,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
source.dc,Eliminate DC,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
source.incoherence,공간·시간 비간섭 ensemble,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
source.magnetic,자기 dipole,P2,13,conditional,특수 물성·실험 조건,False,implemented,implemented,implemented,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
source.pupil,Pupil·multifrequency beam,P2,13,conditional,특수 물성·실험 조건,True,missing,missing,missing,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
source.vector,임의 벡터 dipole,P2,13,conditional,특수 물성·실험 조건,False,implemented,implemented,implemented,비선형·자기·열·전하·박막 모델은 대상 연구가 요구할 때 추가한다.
addfdtd.set process grid,set process grid,P1,14,required,단일 문제 multi-GPU·클러스터,True,missing,missing,missing,FDTDX 동등성 목표에 따라 단일 도메인 분할·halo transpose와 실제 여러 GPU의 정확도·성능 검증이 필요하다.
workflow.distributed,분산 job·resource 설정,P1,14,required,단일 문제 multi-GPU·클러스터,True,missing,missing,missing,FDTDX 동등성 목표에 따라 단일 도메인 분할·halo transpose와 실제 여러 GPU의 정확도·성능 검증이 필요하다.
workflow.multi_gpu,다중 GPU·MPI,P1,14,required,단일 문제 multi-GPU·클러스터,True,partial,partial,missing,FDTDX 동등성 목표에 따라 단일 도메인 분할·halo transpose와 실제 여러 GPU의 정확도·성능 검증이 필요하다.
add2dpoly.alpha,alpha,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.detail,detail,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.enabled,enabled,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.first axis,first axis,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.grid attribute name,grid attribute name,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.index,index,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.index units,index units,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.material,material,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.mesh order,mesh order,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.name,name,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.override mesh order from material database,override mesh order from material database,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.rotation 1,rotation 1,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.rotation 2,rotation 2,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.rotation 3,rotation 3,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.second axis,second axis,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.set mesh order from material database,set mesh order from material database,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.surface normal,surface normal,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.third axis,third axis,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.type,type,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.use relative coordinates,use relative coordinates,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.vertices,vertices,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.x,x,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.y,y,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2dpoly.z,z,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2drect.alpha,alpha,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2drect.c,c,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2drect.c enabled,c enabled,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2drect.current flow direction,current flow direction,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2drect.detail,detail,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2drect.enabled,enabled,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2drect.first axis,first axis,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2drect.grid attribute name,grid attribute name,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2drect.index,index,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
add2drect.index units,index units,P2,15,conditional,특수 CAD·제조 포맷,True,missing,missing,missing,곡면·STL·공정 builder는 구체적인 사용 사례와 형상 검증이 있을 때 추가한다.
